"tweet","comportamental","fisiologico","psiquico","dhTweet","idUsuario","validadoEspec","idTweet","label"
"@FoxSportsBrasil Muito bom o jogo, pra quem sofre de insônia.","FALSE","TRUE","FALSE","2019-10-13","oficialaraujo23","TRUE","4401","1"
"Queria sair hoje, mas n consigo nem sair da cama quem dera de casa","FALSE","FALSE","TRUE","2019-09-29","sarapierri7","TRUE","3252","3"
"O QUE QUE EU FIZ PRA MERECER ESSA DESGRAÇA DE VIDA ME EXPLICA DEU TOMAR NO MEU CU","FALSE","FALSE","TRUE","2019-10-10","BlueDeEvil","TRUE","4559","3"
"não tenho vontade para fazer mais nada","FALSE","FALSE","TRUE","2019-10-02","marcellaremedio","TRUE","3291","3"
"Mano eu sou um inútil eu tava subindo a escada e consegui machucar meu dedão","FALSE","FALSE","TRUE","2019-10-12","VictimLopes","TRUE","3974","3"
"Eu fiquei muito triste com esse vídeo https://t.co/IwxCM1Shg2","TRUE","FALSE","FALSE","2019-09-19","alohaaeu","TRUE","3007","2"
"só quero sumir e nunca mais aparecer","TRUE","FALSE","FALSE","2019-10-02","lalisapass","TRUE","3277","2"
"sinceramente bicho... eu só quero sumir morrer sla cansei de ser boazinha agr eu só vou pensar em MIM","TRUE","FALSE","FALSE","2019-10-02","mariqlx","TRUE","3278","2"
"Quando tou doente só quero comer doces","FALSE","TRUE","FALSE","2019-10-06","diana_ribeiro__","TRUE","4453","1"
"Só quero comer doces","FALSE","TRUE","FALSE","2019-10-11","MeguiSousa424","TRUE","4454","1"
"sem vontade alguma de comer","FALSE","TRUE","FALSE","2019-10-13","cavalrywho","TRUE","4458","1"
"eu nao sei mais o que fazer eu so queria sumir","TRUE","FALSE","FALSE","2019-10-02","jjptuang","TRUE","3279","2"
"Queria sumir e só","TRUE","FALSE","FALSE","2019-10-02","anapauladstq","TRUE","3281","2"
"eu estou dormindo apenas 4 horas por noite, não consigo dormir antes das 2h30, não consigo sentir empolgação em mais nada, não tenho vontade de fazer mais nada, luto contra o meu desânimo para tentar combatê-lo, mas não adianta","FALSE","TRUE","TRUE","2019-10-02","ercikgusto","TRUE","3290","1"
"Sinto dores tão fortes que só eu e Deus sabemos.. Quero somente sumir pra algum lugar .","FALSE","FALSE","FALSE","2019-10-02","Amandcrf12","TRUE","3276","0"
"Hoje é um daqueles dias q eu só queria abrir um zíper nas costas e sumir do meu corpo","FALSE","FALSE","FALSE","2019-10-02","uaiLara","TRUE","3283","0"
"Tirar visto Sumir N atender nem ter vntd de falar por ligação N é egoísmo mas sim um querer meu q as vezes ultrapassa limites E isso só ia piorar e eu sabia por isso n queria Minhas merdas voltaram com td","FALSE","FALSE","FALSE","2019-10-02","bianchi213","TRUE","3288","0"
"@LucasViera5 @mibr @NiPGaming @FalleNCS @GeT_RiGhT 22:20... sem emoção não é mibr","FALSE","FALSE","FALSE","2019-09-19","nuubfps_","TRUE","3006","0"
"Sem espaço pra emoção a rua ensina, se eu seguir só meu coração me fodo na próxima esquina","FALSE","FALSE","FALSE","2019-09-19","JonataLopes8","TRUE","2898","0"
"diego: ah mas sua mae vai te dar dinheiro no seu bday ne entao vai na festa q te fale eu: viado mainha sempre me da dinheiro mas ela nao tem q me dar nada ela ja fez mais q o suficiente por mi diego: finge q eu gost ODEIO quando to falando de coisa seria e me respondem assim","FALSE","FALSE","FALSE","2019-10-02","brinhela","TRUE","3443","0"
"Ultimamente estou muito lerdo, águem explica? https://t.co/clMgkncsVS","FALSE","FALSE","FALSE","2019-09-24","HigorNogueira13","TRUE","3581","0"
"Estou muito lerdo hj pqp","FALSE","FALSE","FALSE","2019-10-02","santchavesg","TRUE","3583","0"
"já estou cansada disso tudo, só queria sumir.","TRUE","FALSE","TRUE","2019-10-02","xaviiervic","TRUE","3282","2"
"eu sinto falta de quando eu via um motivo para acordar, eu não sei explicar já faz tempo que eu não tenho mais vontade de nada sei lá só tô existindo e deixando as coisas acontecere mas bem na real tanto faz pra mim se eu  acordar amanhã ou não","TRUE","FALSE","TRUE","2019-10-01","serafini_i","TRUE","3293","2"
"a pessoa que eu gosto é intelectualmente superior no quesito estudos mas aparentemente é muito lerdo em outro quesito, que seria::: EU ESTOU DANDO EM CIMA DE VOCÊEEE POXA","FALSE","FALSE","FALSE","2019-09-30","LoserLuh","TRUE","3584","0"
"@7ichi88 quando castrei o diesel o vet disse pra fazer arroz com frango mas que ele ia estar “sem apetite por uns dias”. 
ele comeu tudo o que demos e de madrugada subiu no fogão e derrubou a panela no chão tentando comer mais. imagina se estivesse com apetite...","FALSE","FALSE","FALSE","2019-09-19","hellololla","TRUE","2639","0"
"EN: gosto mto de vc e ultimamente to prepcupada pq vc ta mto desanimado c td tiamu","FALSE","FALSE","FALSE","2019-10-02","VitoriaSchacht","TRUE","3677","0"
"@lmjkcczm @lxsangelxs @strangeerplace Gnt todo vez q eu faço manutenção eu n consigo comer nd pq parece q fica tudo mole... só consigo comer “normal” dps de dois dias","FALSE","FALSE","FALSE","2019-10-13","mateusohb","TRUE","4388","0"
"Queria q fosse 3x0 hj, mas é muito querer, então acho eu q vai ser 2x0 grêmio, mas estou nervoso, ansioso, quase passando mau, ontem tava seguro e confiante q o Grêmio ganharia, hj já não sei.","FALSE","FALSE","FALSE","2019-10-02","GtaEMERSON245","TRUE","3317","0"
"eu poderia ser escritora, pisicologa, ou qlq outra coisa q ajude na vida das pessoas, pq eu sou MUITO conselheira das minhas amigas, smp q estão mal, qm elas procuram sou eu, antes de tomar qlqr decisão elas me procuram p saber da minha opinião sobre, e sou mt boa nisso, eu amoo","FALSE","FALSE","FALSE","2019-10-02","AnaJliadeLuna2","TRUE","3375","0"
"eu tava la falando com a pisicologa de boas ai do nada eu sinto um formigamento na cabeca e quando vejo BUM to no chao, ai eu acordo tenho refluxo e so","FALSE","FALSE","FALSE","2019-10-01","DANlZOKA","TRUE","3383","0"
"Como eu estou ansioso pra ver esse filme! @HaruJiggly faça videos sobre técnicas de comunicação seria muito massa 
https://t.co/FPn5m3v1Sb","FALSE","FALSE","FALSE","2019-10-02","renan_takeshita","TRUE","3318","0"
"Eu só queria sumir","TRUE","FALSE","FALSE","2019-10-02","Dani51050226","TRUE","3284","2"
"@tulipswon kkkamada??? não fiz nada até agora vei eu sou um inútil","FALSE","FALSE","TRUE","2019-10-12","thiddlwstan","TRUE","3975","3"
"Crlho eu sou um inútil kkkkkkkkk","FALSE","FALSE","TRUE","2019-10-12","CL157_22","TRUE","3977","3"
"😺✏ — sem vontade alguma de me comunicar https://t.co/QYRvWhYsTs","FALSE","FALSE","TRUE","2019-10-13","sarabeninca","TRUE","4456","3"
"...só a metade, recheio de carne e queijo. Ah, e com queijo duplo. Pra levar. A moça termina de ouvir, calmamente o desejo e, então, profere a mais improvável de todas as frases que se espera ouvir em um Subway 
– Desculpa, senhor, mas estamos sem pão 
Detalhezinho.","FALSE","FALSE","FALSE","2019-09-19","GuiDMS","TRUE","2932","0"
"Ti esperando ser atendida pela pisicologa e meu pai faz chamada de vídeo pq meu vô queria falar cmg 💕💕💕🖤🖤🥰🥰🤧🤧 https://t.co/29g7lSQr9b","FALSE","FALSE","FALSE","2019-10-02","h4rryhipster","TRUE","3372","0"
"Então ta...se n der certo então foda-se, sinceramente sem ânimo mais pra ficar me sentindo mal por essas coisas!!","FALSE","FALSE","FALSE","2019-09-26","templariana03","TRUE","3018","0"
"eu só sei afastar as pessoas de mim","TRUE","FALSE","FALSE","2019-10-13","crf_lidiany","TRUE","4495","2"
"@mearichann Eu tô muito desanimado nesses últimos dias ,_, e eu estou querendo alguém pra conversar ,_,","FALSE","FALSE","TRUE","2019-09-25","Alexand88298261","TRUE","3181","3"
"Fui na máquina do mercado e fui ver meu preço e percebi q não tenho valor nenhum , pena kkkkkkkkk","FALSE","FALSE","TRUE","2019-10-12","AnaBFR4","TRUE","3993","3"
"E não tenho valor https://t.co/XcgqXIJI2a","FALSE","FALSE","TRUE","2019-10-12","claussen_gih","TRUE","3994","3"
"@quiteballad AGORA TÔ TRISTE","FALSE","FALSE","FALSE","2019-09-26","Cartwell_","TRUE","3020","0"
"Tirei a famigerada foto de hétero top com a mãozinha no volante com o carro parado pq eu não queria correr o risco de registrar a morte de ngm kkkkkkkkkkkkkkk","FALSE","FALSE","FALSE","2019-10-13","jzefelippe","TRUE","4446","0"
"Direto pro avião, @RCaio03 @gabigol. Não fiquem nem pra ouvir o que essa comissão técnica tem pra dizer.","FALSE","FALSE","FALSE","2019-10-13","taprintado","TRUE","4448","0"
"O avião que atende suas necessidades https://t.co/q96vyCgH6w","FALSE","FALSE","FALSE","2019-10-13","Pr3dri","TRUE","4449","0"
"se gabigol e Rodrigo Caio pegarem o avião agr dá pra jogar pelo fla  hein","FALSE","FALSE","FALSE","2019-10-13","canterburycrf","TRUE","4450","0"
"puta que pariuuuu, meu corpo ta quebradasso parece q eu cai de cima de um avião","FALSE","FALSE","FALSE","2019-10-13","yolorenaXD","TRUE","4451","0"
"Boas Maneiras no Avião - Comportamento https://t.co/V5Ga7LWqKV Avião, Meios de Transporte https://t.co/6SoWWMLU3G","FALSE","FALSE","FALSE","2019-10-13","vidaemsociedade","TRUE","4452","0"
"- a senhora está sem energia elétrica 
- si 
- e seu wi-fi não tá funcionando 
-Nã 
- E a senhora está sem wi-fi desde que cortaram a sua energia 
- Meu filho você é burro? Eu quero é wi-fi num é energia nã 
EU MEREÇO UM AUMENTO PQ EU NAO GANHO PRA ISSO","FALSE","FALSE","FALSE","2019-09-19","pretolindoJW","TRUE","2734","0"
"Hoje eu treinei muito, to esgotado, acabei de banhar e já já vou capotar que amanhã o dia é longo.","FALSE","FALSE","FALSE","2019-09-19","L_Zocatelli","TRUE","2794","0"
"As pessoas custam a perceber que pequenos detalhes no presente podem mudar um futuro, afastar pessoas ou unir para sempre.","FALSE","FALSE","FALSE","2019-10-13","Allnsouzzaa","TRUE","4486","0"
"@_LadyEvil @forallkings mano nois tem razão entenda","FALSE","FALSE","FALSE","2019-09-25","Nefazodona","TRUE","3154","0"
"Chuva forte + Luan + Rodrigo Santana + Mineirão = Já estou com meu Amitriptilina na mochila.","FALSE","FALSE","FALSE","2019-09-25","theus1908","TRUE","3165","0"
"@gandama2uco Não, a amitriptilina é amplamente usada no tratamento da enxaqueca crónica ou cefaleia de tensão.","FALSE","FALSE","FALSE","2019-09-25","OAndrePa","TRUE","3166","0"
"Tenho que parar de associar música às pessoas pq depois que pego raiva não suporto nem ouvir a música mais","FALSE","FALSE","FALSE","2019-10-02","_baprado","TRUE","3423","0"
"bandas q eu não tinha nada contra e hj eu não suporto mais por causa de pessoas específicas 1 - imagine dragons","FALSE","FALSE","FALSE","2019-10-02","_gsilvao","TRUE","3415","0"
"Vocês não tem mais nada pra fazer e ficam tomando conta da vida alheia. Vai todo mundo pra puta que pariu, é isso que eu desejo. Se for p tomar conta da minha vida, chega e pergunta q sei mais fofoca minha do que posto aqui. Bando de filho da puta sem nada pra fazer","FALSE","FALSE","FALSE","2019-09-25","fortes_cella","TRUE","3028","0"
"@dengoanaclara Táss você é um baita presente na minha vida. Já eramos próximas mesmo sem saber uma da outra quando éramos do fandom do chay e que bom que anavitória veio pra juntar a gente Obrigada por cada palavrinha que você colocou ali, te amo e desejo tanta coisa boa pra ti também 💛","FALSE","FALSE","FALSE","2019-09-26","extratodevento","TRUE","3030","0"
"eu sei que é normal chamar as pessoas de princesa as vezes e acho até fofo mas tem duas pessoas que realmente me chamam assim como se fosse um apelido desde quando eu era criança e nossa eu não suporto mais véi me sinto um poodle","FALSE","FALSE","FALSE","2019-10-02","acciohennig","TRUE","3422","0"
"Meu nariz ta zoado e meu ouvido ta zoado, to com calor e frio ao mesmo tempo, e to super desanimado. Queria muito ter jogado um dota hoje mas estou fisicamente incapaz de jogar confortavel, vou só tiltar","FALSE","FALSE","FALSE","2019-09-25","TMagn0","TRUE","3180","0"
"sou um fracassado e tudo bem sabe","FALSE","FALSE","TRUE","2019-10-12","canisdarn","TRUE","3997","3"
"sou um fracassado 🤩🤩","FALSE","FALSE","TRUE","2019-10-12","irontkman","TRUE","3999","3"
"De fato sou um fracassado.","FALSE","FALSE","TRUE","2019-10-12","RangerPretoJeh","TRUE","4000","3"
"ultimamente só quero ficar em casa","TRUE","FALSE","TRUE","2019-10-02","cordeirojulia21","TRUE","3409","2"
"Que fase é essa mano? Eu não sinto nada, não penso em nada. Tô com preguiça de conversar com qualquer pessoa que seja até mesmo com a pessoa que eu mais gosto de conversar na vida.","FALSE","FALSE","TRUE","2019-10-02","disob3di3nts","TRUE","3440","3"
"Faço de td dando o melhor de mim e não adianta nada, sou um fracasso total","FALSE","FALSE","TRUE","2019-10-12","pamimartinS2","TRUE","4008","3"
"@Tropia_ to com saudade ! vou me matar","TRUE","FALSE","FALSE","2019-10-14","chamaaaax","TRUE","4786","2"
"Eu odeio calor vou me matar","TRUE","FALSE","FALSE","2019-10-14","iKissFodaa","TRUE","4788","2"
"Série feita para colocar na cabeça de adolescente que polícia=bo 
Eu vou me matar !!","TRUE","FALSE","FALSE","2019-10-14","posteri0ri","TRUE","4789","2"
"@magazineluiza Uma TV Smart 55 Polegadas!!!!!! E muito mais sucesso ao Magazine Luiza onde tenho o prazer de morar próximo ao Centro de Distribuição que me facilita a não pagar Frete!!!!!!","FALSE","FALSE","FALSE","2019-10-02","artursei","TRUE","3434","0"
"@rodrigon0103 Tu não é não, é um dos caras mais fodas que conheço, tu é inteligente, um amigo, uma pessoa que sempre me ajudou quando precisei.... Tu é uma pessoa incrível que tenho o prazer de ter conhecido","FALSE","FALSE","FALSE","2019-10-02","jorenti_solano","TRUE","3435","0"
"você não vale nada mais eu gosto de você @Cruzeiro https://t.co/N9eUtrcTxO","FALSE","FALSE","FALSE","2019-10-02","iiviana_","TRUE","3439","0"
"estou muito feliz por eu estar focada nos treinos e não ter desanimado 
dessa vez vai dar certo! \o/ criztiny saudável aí vamos nós","FALSE","FALSE","FALSE","2019-09-26","taesquizito","TRUE","3183","0"
"Eu só queria sumir. Sem coragem nenhuma de olhar pro pessoal aqui. Só faço cagada 🤦🏻
♀️","FALSE","FALSE","FALSE","2019-10-02","SelvaLili","TRUE","3529","0"
"se ele chegar em casa eu vou ficar é puta, eu quero é ficar só https://t.co/gJO4kfQ36Y","FALSE","FALSE","FALSE","2019-10-02","Jenifer94194642","TRUE","3407","0"
"eu tô piorando dnv, eu de verdade não sinto mais prazer em estar viva, cada dia que passa são mais sensações ruins. eu tô vivendo apenas pelo show, que é o meu maior sonho, mas quem me garante que vou querer estar aqui depois?? eu tenho medo disso mas não sei o que fazer","TRUE","FALSE","TRUE","2019-10-02","_hanidetail","TRUE","3438","2"
"Eu simplesmente não consigo fazer nada quando chego em casa, só quero ficar deitada fazendo carinho no Charlie kkkkk","FALSE","FALSE","FALSE","2019-10-02","shhaianusca","TRUE","3408","0"
"Antigamente eu só queria curtir festas, era uma atrás de outra, hoje em dia só quero ficar em casa.... comparando antigamente com hoje, eu sosseguei pra crl","FALSE","FALSE","FALSE","2019-10-02","BrunoFerrer97","TRUE","3410","0"
"Eu só quero ficar em silêncio q merd Respeito foi pra casa do caralho viu, aliás, nunca nem saiu de lá pqp","FALSE","FALSE","FALSE","2019-10-02","dark_sunflwer_","TRUE","3412","0"
"Desculpa eu encher vcs com meus daddy issues, é q eu n consigo estar em paz com ele presente Mas todos vão ta convidados pra minha festinha quando eu sair de casa e n ter mais q olhar na cara dele","FALSE","FALSE","FALSE","2019-09-25","iirraaaaaaaaaaa","TRUE","3172","0"
"@00YHJ Eu não me atrapalho com as datas??? Só com as datas dos amigos, mas comigo mesmo nunca aconteceu...","FALSE","FALSE","FALSE","2019-10-02","coldsteels","TRUE","3531","0"
"Hj n é um dia MT lgl. Tanto no emprego como na vida pessoal. Mts coisas q explodiram só hj, aí eu tenho q levar o dia sem errar mais....mas está difícil gente, quando as coisas n seguem o fluxo eu me atrapalho toda.","FALSE","FALSE","FALSE","2019-10-02","Deliriu64194458","TRUE","3537","0"
"Não estou reconhecendo esse motorista da Vera Cruz hoje, será que ele veio da Flores? Está muito lerdo","FALSE","FALSE","FALSE","2019-09-25","joaorez3nde","TRUE","3575","0"
"Eu estou muito lerdo... o som da tv estava alto aí eu fui e diminuí o som do meu celular kkkkkkk","FALSE","FALSE","FALSE","2019-09-30","DaviSilvrio2","TRUE","3577","0"
"e além disso eu vou me matar","TRUE","FALSE","FALSE","2019-10-14","ilovetravestis","TRUE","4790","2"
"eu vou matar eu vou me matar https://t.co/ABu7e3LlCP","TRUE","FALSE","FALSE","2019-10-14","leedocode","TRUE","4791","2"
"😺✏ — amiga nao ache oq sou um fracasso noq eu faço. mas enfim, eu sou estagiário na vdd, sou assessor de imprensa na câmara dos vereadores. https://t.co/TX1TmUa33T","FALSE","FALSE","TRUE","2019-10-12","homossexualeo","TRUE","4012","3"
"Ficar no quarto o dia inteiro e continuar bem viva ou sair daqui e enfrentar a família lá fora, eis a questão","TRUE","FALSE","TRUE","2019-10-13","juliapbraga_","TRUE","4518","2"
"to providenciando aqui meu namoro com a pessoa sem da um sinal de interesse","FALSE","FALSE","FALSE","2019-10-02","rorimais","TRUE","3469","0"
"vei... eu quero chorar, o liquidificador parou de vez, n consigo fazer meu suco, fui fazer uma papa de chocolate, errei o ponto, resumindo, não tenho mais tempo para comer nada e vou sair com fome.","FALSE","FALSE","FALSE","2019-09-26","brenoca_","TRUE","3052","0"
"eu sou muito inutil , sério não aguento mais, literalmente eu sou um peso nas costas de todo mundo , que saco.","FALSE","FALSE","TRUE","2019-10-02","fadamanuzita","TRUE","3480","3"
